Ubigeo;Distrito;Provincia;Departamento;Poblacion;Superficie;Y;X
210608;El Porvenir;San Martin;San Martin;2841;483.21;-6.215;-75.7867
210609;Huimbayoc;San Martin;San Martin;3262;1609.07;-6.4167;-75.7658
210610;Juan Guerra;San Martin;San Martin;3167;196.5;-6.5833;-76.3336
210611;Morales;San Martin;San Martin;30844;43.91;-6.4797;-76.3828
210612;Papaplaya;San Martin;San Martin;1975;686.19;-6.245;-75.7903
210616;San Antonio;San Martin;San Martin;1345;93.03;-6.42;-76.4044
210619;Sauce;San Martin;San Martin;16808;103.0;-6.6914;-76.2183
210620;Shapaja;San Martin;San Martin;1472;270.44;-6.58;-76.2653
210621;La Banda de Shilcayo;San Martin;San Martin;43596;286.68;-6.5033;-76.3514
210701;Bellavista;Bellavista;San Martin;13643;287.12;-7.0653;-76.5883
210702;San Rafael;Bellavista;San Martin;7706;98.32;-7.0308;-76.4764
210703;San Pablo;Bellavista;San Martin;9128;362.49;-6.8081;-76.5731
210704;Alto Biavo;Bellavista;San Martin;7368;6117.12;-7.2936;-76.4544
210705;Huallaga;Bellavista;San Martin;3118;210.42;-7.1292;-76.6489
210706;Bajo Biavo;Bellavista;San Martin;20617;975.43;-7.1011;-76.4867
210801;Tocache;Tocache;San Martin;25393;1142.04;-8.1883;-76.5153
210802;Nuevo Progreso;Tocache;San Martin;12370;860.98;-8.45;-76.3253
210803;Polvora;Tocache;San Martin;14439;2174.48;-7.9075;-76.6706
210804;Shunte;Tocache;San Martin;983;964.21;-8.35;-76.7231
210805;Uchiza;Tocache;San Martin;20197;723.73;-8.4558;-76.46
210901;Picota;Picota;San Martin;8314;218.72;-6.9194;-76.3317
210902;Buenos Aires;Picota;San Martin;3287;272.97;-6.7939;-76.3269
210903;Caspisapa;Picota;San Martin;2130;81.44;-6.9589;-76.4189
210904;Pilluana;Picota;San Martin;683;239.27;-6.7781;-76.2931
210905;Pucacaca;Picota;San Martin;2431;230.72;-6.8506;-76.3417
210906;San Cristobal;Picota;San Martin;1427;29.63;-6.9925;-76.4186
210907;San Hilarion;Picota;San Martin;5756;96.55;-7.0022;-76.4428
210908;Tingo de Ponasa;Picota;San Martin;4889;340.01;-6.9356;-76.2511
210909;Tres Unidos;Picota;San Martin;5349;246.52;-6.8064;-76.2311
210910;Shamboyacu;Picota;San Martin;12188;415.58;-7.0425;-76.1119
211001;San Jose de Sisa;El Dorado;San Martin;11954;299.9;-6.6136;-76.6931
211002;Agua Blanca;El Dorado;San Martin;2385;168.19;-6.7289;-76.6975
211003;Shatoja;El Dorado;San Martin;3281;24.07;-6.5283;-76.7211
211004;San Martin;El Dorado;San Martin;13834;562.57;-6.5147;-76.7425
211005;Santa Rosa;El Dorado;San Martin;10704;243.41;-6.7456;-76.6264
220101;Tacna;Tacna;Tacna;80845;1877.78;-18.01;-70.2478
220102;Calana;Tacna;Tacna;3338;108.38;-17.9406;-70.1825
220104;Inclan;Tacna;Tacna;8125;1414.82;-17.795;-70.4919
220107;Pachia;Tacna;Tacna;1971;603.68;-17.8972;-70.1528
220108;Palca;Tacna;Tacna;1728;1417.86;-17.7733;-69.9583
220109;Pocollay;Tacna;Tacna;22319;265.65;-17.9964;-70.2197
220110;Sama;Tacna;Tacna;2679;1115.98;-17.8586;-70.5731
220111;Alto de La Alianza;Tacna;Tacna;40652;371.4;-17.9908;-70.2475
220112;Ciudad Nueva;Tacna;Tacna;39060;173.42;-17.985;-70.2378
220113;Coronel Gregorio Albarracin Lanchipa;Tacna;Tacna;123662;187.74;-18.0408;-70.2542
220201;Tarata;Tarata;Tacna;3233;864.31;-17.4772;-70.0306
220205;Heroes Albarracin;Tarata;Tacna;676;372.41;-17.4817;-70.1211
220206;Estique;Tarata;Tacna;741;312.85;-17.5428;-70.0206
220207;Estique-Pampa;Tarata;Tacna;703;185.61;-17.5372;-70.0344
220210;Sitajara;Tarata;Tacna;728;251.24;-17.3747;-70.1342
220211;Susapaya;Tarata;Tacna;746;373.21;-17.3528;-70.1311
220212;Tarucachi;Tarata;Tacna;412;113.27;-17.5253;-70.0292
220213;Ticaco;Tarata;Tacna;547;347.06;-17.4506;-70.0456
220301;Locumba;Jorge Basadre;Tacna;2641;968.99;-17.6133;-70.7611
220302;Ite;Jorge Basadre;Tacna;3415;848.18;-17.8617;-70.965
220303;Ilabaya;Jorge Basadre;Tacna;2806;1111.39;-17.4214;-70.5122
220401;Candarave;Candarave;Tacna;3008;1111.03;-17.2669;-70.2497
220402;Cairani;Candarave;Tacna;1299;371.17;-17.2861;-70.3628
220403;Curibaya;Candarave;Tacna;174;126.98;-17.3822;-70.3353
220404;Huanuara;Candarave;Tacna;909;95.61;-17.3133;-70.3217
220405;Quilahuani;Candarave;Tacna;1229;37.66;-17.3175;-70.2583
220406;Camilaca;Candarave;Tacna;1468;518.65;-17.2669;-70.3833
230101;Tumbes;Tumbes;Tumbes;115562;158.14;-3.5647;-80.4536
230102;Corrales;Tumbes;Tumbes;24561;131.6;-3.6022;-80.4797
230103;La Cruz;Tumbes;Tumbes;9444;65.23;-3.6378;-80.5925
230104;Pampas de Hospital;Tumbes;Tumbes;7239;727.75;-3.6956;-80.4358
230105;San Jacinto;Tumbes;Tumbes;8704;598.72;-3.6431;-80.4511
230106;San Juan de La Virgen;Tumbes;Tumbes;4160;118.71;-3.6275;-80.4336
230201;Zorritos;Contralmirante Villar;Tumbes;12785;644.52;-3.6806;-80.6783
230202;Casitas;Contralmirante Villar;Tumbes;2088;855.36;-3.9406;-80.6519
230203;Canoas de Punta Sal;Contralmirante Villar;Tumbes;5700;623.34;-3.9467;-80.9428
230301;Zarumilla;Zarumilla;Tumbes;23148;113.25;-3.5011;-80.275
230302;Matapalo;Zarumilla;Tumbes;2529;392.29;-3.6839;-80.1997
230303;Papayal;Zarumilla;Tumbes;5348;193.53;-3.5736;-80.2333
230304;Aguas Verdes;Zarumilla;Tumbes;24781;46.06;-3.4814;-80.2461
240101;Callao;Callao;Callao;410795;45.65;-12.0603;-77.1492
240102;Bellavista;Callao;Callao;72625;4.56;-12.0625;-77.1317
240103;La Punta;Callao;Callao;3184;18.38;-12.0717;-77.1692
240104;Carmen de La Legua;Callao;Callao;40833;2.12;-12.0461;-77.0969
240105;La Perla;Callao;Callao;60011;2.75;-12.0711;-77.1211
240106;Ventanilla;Callao;Callao;402038;69.93;-11.8989;-77.1422
250101;Calleria;Coronel Portillo;Ucayali;159364;10485.41;-8.3828;-74.5322
250102;Yarinacocha;Coronel Portillo;Ucayali;101126;596.2;-8.355;-74.5769
250103;Masisea;Coronel Portillo;Ucayali;13150;14102.19;-8.6025;-74.3097
250104;Campoverde;Coronel Portillo;Ucayali;16324;1194.1;-8.4761;-74.8072
250105;Iparia;Coronel Portillo;Ucayali;12193;8029.12;-9.3064;-74.4378
250106;Nueva Requena;Coronel Portillo;Ucayali;5699;1857.82;-8.3061;-74.8653
250107;Manantay;Coronel Portillo;Ucayali;83040;579.91;-8.3981;-74.5378
250201;Padre Abad;Padre Abad;Ucayali;26614;4689.2;-9.0375;-75.5128
250202;Irazola;Padre Abad;Ucayali;10830;998.93;-8.8289;-75.2139
250203;Curimana;Padre Abad;Ucayali;8956;2134.04;-8.4353;-75.1597
250301;Raymondi;Atalaya;Ucayali;35109;14504.99;-10.7278;-73.7592
250302;Tahuania;Atalaya;Ucayali;8284;7010.09;-10.1033;-73.9808
250303;Yurua;Atalaya;Ucayali;2716;9175.58;-9.5281;-72.7622
250304;Sepahua;Atalaya;Ucayali;9193;8223.63;-11.1464;-73.0475
250401;Purus;Purus;Ucayali;4657;17847.76;-9.7703;-70.7122
